id;uid;codeBcgi;acceptedDetermination;cultivar;family;ipenCode;site;area;place;groupe;locationType;locationUid;dateDeath;dateDeathPrecision;correspondingName;acquisitionName;provenanceType;genus;infraSpecies;number;species;instituteName
6855f58990c6dd09a3905dbb;32594202-7943-416d-8484-567f0445cf68;FRIBG;Triteleia hyacinthina (Lindl.) Greene;;Asparagaceae;XX-0-FRIBG-20090275;Jardin botanique de l'Université de Fribourg;;Géophytes;4. Amérique;Groupe;bccda8c5-666e-460c-b5d1-cf924de0d5a9;;;The Royal Horticultural Society's Garden Wisley Seed (Exchange) TRHSGWSE$;Triteleia hyacinthina (Lindley) Greene;enum_unknown;Triteleia;;20090275I0;hyacinthina;
6855f58990c6dd09a3905e1b;1c20ffe2-5bfe-481f-93b5-f04326e2d288;FRIBG;Sedum album L.;;Crassulaceae;XX-0-FRIBG-19970477;Jardin botanique de l'Université de Fribourg;;Géophytes;;Place;f8943048-2bd6-4902-9ea8-4fb43f3d3241;;;Fournisseur inconnu F$;Sedum album L.;enum_unknown;Sedum;;19970477I0;album;
6855f58990c6dd09a3905e29;381c8159-ad82-4628-b39b-05e0e1590640;FRIBG;Crocus hadriaticus Herb.;;Iridaceae;GR-0-WURZB-00-39-K-34;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Botanischer Garten Universität Würzburg WURZB;Crocus hadriaticus Herb.;enum_wildcultivated;Crocus;;20090310C0;hadriaticus;
6855f58990c6dd09a3905e66;dd096a01-1b3a-4ce2-8e36-81533e909137;FRIBG;Ipheion uniflorum (Graham) Raf. 'Rolf Fiedler';Rolf Fiedler;Amaryllidaceae;UY-0-WURZB-90-380-K-30;Jardin botanique de l'Université de Fribourg;;Géophytes;4. Amérique;Groupe;bccda8c5-666e-460c-b5d1-cf924de0d5a9;;;Botanischer Garten Universität Würzburg WURZB;Ipheion uniflorum (Graham) Raf. 'Rolf Fiedler';enum_wildcultivated;Ipheion;;20090398C0;uniflorum;
6855f58990c6dd09a3905e6b;a7a6c405-bf82-419e-b726-477ed8f93b15;FRIBG;Ferraria crispa Burm.;;Iridaceae;ZA-0-FRIBG-20010423;Jardin botanique de l'Université de Fribourg;;Géophytes;5. Afrique;Groupe;d5163f25-aea2-4511-81de-6733c1d40e24;;;Botanischer Garten der Universität BASEL;Ferraria crispa Burm.;enum_wildcultivated;Ferraria;;20010423C1;crispa;
6855f58990c6dd09a3905e78;c439dc4b-3f16-4f93-8c42-48da2d013998;FRIBG;Fritillaria graeca subsp. thessala (Boiss.) Rix;;Liliaceae;XX-0-FRIBG-20100008;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;University of Copenhagen, Faculty of Science Horticultural Gardens UCFSHG$;Fritillaria graeca subsp. thessala (Boiss.) Rix;enum_unknown;Fritillaria;thessala;20100008I0;graeca;
6855f58990c6dd09a3905e92;10bf582b-2b4f-4a39-b959-6a02e153be07;FRIBG;Iris tigridia Bunge;;Iridaceae;RU-0-FRIBG-20170177;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Dedov Andrey DA$;Iris tigridia Ledeb.;enum_wild;Iris;;20170177N0;tigridia;
6855f58990c6dd09a3905eae;d7054339-89d3-4c9a-9581-182010d69dd2;FRIBG;Tulipa humilis Herb.;;Liliaceae;XX-0-FRIBG-19950697;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Tulipa humilis Herb.;enum_unknown;Tulipa;;19950697I0;humilis;
6855f58990c6dd09a3905eb4;3e33831f-e2c4-4b56-8379-f5a219af791a;FRIBG;Iris setosa Pall. ex Link;;Iridaceae;XX-0-FRIBG-20190394;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Botanical Garden of Perm State University BGPSU$-㶖焮𒇐;Iris setosa Link.;enum_unknown;Iris;;20190394I0;setosa;
6855f58990c6dd09a3905ed0;5a155ffb-92f6-470d-bb67-6fce34f6682d;FRIBG;Iris danfordiae Boiss.;;Iridaceae;XX-0-FRIBG-20220297;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Vogt Stauden VS$;Iris danfordiae (Baker) Boiss.;enum_unknown;Iris;;20220297I0;danfordiae;
6855f58990c6dd09a3905edb;9fb4a40f-aeff-47e1-b8db-b787b4372e78;FRIBG;Tulipa L. 'Couleur Cardinal';Couleur Cardinal;Liliaceae;XX-0-FRIBG-20031096;Jardin botanique de l'Université de Fribourg;;Géophytes;4. Amérique;Groupe;bccda8c5-666e-460c-b5d1-cf924de0d5a9;;;Hoog & Dix Export B. V. HDEBV$;Tulipa - Hybriden 'Couleur Cardinal';enum_unknown;Tulipa;;20031096I0;;
6855f58990c6dd09a3905efe;f1606c3d-76fe-4c0c-8be3-4aefe0d76f81;FRIBG;Asphodelus albus Mill.;;Asphodelaceae;XX-0-FRIBG-19950614;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Jardin Botanique de l'Université FRIBG;Asphodelus albus Mill.;enum_unknown;Asphodelus;;19950614I0;albus;
6855f58990c6dd09a3905f1a;bdc4c3d3-65ab-4ae3-8deb-4fb7e59fbc0c;FRIBG;Narcissus calcicola Mendonça;;Amaryllidaceae;PT-0-FRIBG-20060374;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Jardim Botânico da Universidade de Coimbra COI;Narcissus calcicola Mendonça;enum_wild;Narcissus;;20060374N1;calcicola;
6855f58990c6dd09a3905f1b;162f0037-bf07-4a26-986e-a00885a75863;FRIBG;Narcissus bulbocodium subsp. quintanilhae A.Fern.;;Amaryllidaceae;XX-0-FRIBG-19950685;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Narcissus bulbocodium A.Fern. subsp. quintanilhae;enum_unknown;Narcissus;quintanilhae;19950685I0;bulbocodium;
6855f58990c6dd09a3905f24;9c0f67ff-90ee-4a00-a085-fdefdbd195fe;FRIBG;Iris graminea L.;;Iridaceae;XX-0-FRIBG-19900405;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Botanischer Garten der Philipps-Universität MB;Iris graminea L.;enum_unknown;Iris;;19900405I0;graminea;
6855f58990c6dd09a3905f39;1570a1d3-620d-40af-91ef-e71fb414e55e;FRIBG;Maianthemum stellatum (L.) Link;;Asparagaceae;XX-0-FRIBG-10002245;Jardin botanique de l'Université de Fribourg;;Géophytes;4. Amérique;Groupe;bccda8c5-666e-460c-b5d1-cf924de0d5a9;;;Fournisseur inconnu F$;Maianthemum stellatum (L.) Link;enum_unknown;Maianthemum;;10011851I0;stellatum;
6855f58990c6dd09a3905f76;95da7e0e-c6b5-45db-889a-25ac5ffd1b2d;FRIBG;Paeonia daurica subsp. coriifolia (Rupr.) D.Y.Hong;;Paeoniaceae;GE-0-G-19896819;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Conservatoire et Jardin botaniques de la Ville de Genève G;Paeonia daurica subsp. coriifolia (Rupr.) D.Y.Hong;enum_wildcultivated;Paeonia;coriifolia;20230493C0;daurica;
6855f58990c6dd09a3905f90;15a2da71-3b20-4298-b684-ba1f722bd89d;FRIBG;Asphodeline liburnica Rchb.;;Asphodelaceae;XX-0-FRIBG-19960207;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Botanischer Garten St.Gallen STGAL;Asphodeline liburnica (Scop.) Rchb.;enum_unknown;Asphodeline;;19960207I0;liburnica;
6855f58990c6dd09a3905fa5;777684ad-9d63-4f7d-b9a1-1f660db98f7a;FRIBG;Tulipa gesneriana L.;;Liliaceae;XX-0-FRIBG-19960494;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Tulipa grengiolensis Thommen;enum_unknown;Tulipa;;19960494I0;gesneriana;
6855f58990c6dd09a3905fd8;c945970b-1837-479a-bcc5-0fe86237e44c;FRIBG;Narcissus poeticus aggr.;;Amaryllidaceae;XX-0-FRIBG-20160507;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Bernd Schober BS$;Narcissus poeticus aggr.;enum_unknown;Narcissus;;20160507I0;;
6855f58990c6dd09a390600f;aa67d596-c2a8-498a-8c11-91f64da00117;FRIBG;Allium stipitatum Regel;;Amaryllidaceae;XX-0-FRIBG-20040534;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Jardin botanique Jurassica PORTY;Allium stipitatum Regel;enum_unknown;Allium;;20040534I0;stipitatum;
6855f58990c6dd09a3906010;fd221440-7800-4b15-bcdb-f4055483da6b;FRIBG;Iris forrestii Dykes;;Iridaceae;XX-0-FRIBG-20031088;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Hoog & Dix Export B. V. HDEBV$;Iris forrestii Dykes;enum_unknown;Iris;;20031088I0;forrestii;
6855f58990c6dd09a390602b;ce991c57-3123-440e-853a-7392909debd0;FRIBG;Colchicum speciosum Steven;;Colchicaceae;XX-0-FRIBG-20031083;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Hoog & Dix Export B. V. HDEBV$;Colchicum speciosum Steven;enum_unknown;Colchicum;;20031083I0;speciosum;
6855f58990c6dd09a3906031;c9d74cc6-c95c-4db1-b92b-1d6533dfe0bd;FRIBG;Lilium pomponium L.;;Liliaceae;IT-0-FRIBG-20060423;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Giardini Botanici Hanbury GBHLS$;Lilium pomponium L.;enum_wild;Lilium;;20060423N1;pomponium;
6855f58990c6dd09a3906034;8c4ca0b4-c576-4511-8996-0c5b3e22f03e;FRIBG;Roscoea purpurea Sm.;;Zingiberaceae;XX-0-M-F/0410;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Botanischer Garten München-Nymphenburg Samenversand M;Roscoea purpurea Sm.;enum_unknown;Roscoea;;20100093I0;purpurea;
6855f58990c6dd09a390603e;cb517f61-aec9-4fef-bcc4-832caef30deb;FRIBG;Gladiolus murielae Kelway;;Iridaceae;XX-0-FRIBG-19950650;Jardin botanique de l'Université de Fribourg;;Géophytes;5. Afrique;Groupe;d5163f25-aea2-4511-81de-6733c1d40e24;;;Jardin Botanique de l'Université FRIBG;Gladiolus murielae Kelway;enum_unknown;Gladiolus;;19950650I0;murielae;
6855f58990c6dd09a390604b;f004a155-8c73-43a6-a47d-cba9a8044488;FRIBG;Lilium superbum L.;;Liliaceae;XX-0-FRIBG-20230466;Jardin botanique de l'Université de Fribourg;;Géophytes;;Place;f8943048-2bd6-4902-9ea8-4fb43f3d3241;;;Pierrette Georgi PG$;Lilium superbum L.;enum_unknown;Lilium;;20230466I0;superbum;
6855f58990c6dd09a390604f;e4f7bdcb-0c1c-4718-9f95-63db9282db54;FRIBG;Iris lutescens Lam.;;Iridaceae;XX-0-FRIBG-20080132;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Botanischer Garten Hamborn Wirtschaftsbetriebe Duisburg - AöR BGHWDAR$;Iris lutescens Lam. s.l.;enum_unknown;Iris;;20080132I0;lutescens;
6855f58990c6dd09a3906054;bea6733c-7e5c-4181-90cd-2d36726c5f20;FRIBG;Iris atropurpurea Baker;;Iridaceae;IL-0-FRIBG-20170408;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;The Botanic Gardens, Tel Aviv University, The George S.Wise Faculty of Life Sciences, Department of Plant Sciences TBGTAUTGSWFLSDPS$;Iris atropurpurea Baker;enum_wild;Iris;;20170408N0;atropurpurea;
6855f58990c6dd09a390607a;25dbd092-cdc8-46f9-a715-7a856f78d2e4;FRIBG;Fritillaria montana Hoppe ex W.D.J.Koch;;Liliaceae;XX-0-FRIBG-20190238;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Hortus Botanicus Petri Margus Instituti Botanici nom. V.L. Komarovii, Acad. Scient. Rossicae HBPMIBVLKASR$;Fritillaria montana W.D.J.Koch;enum_unknown;Fritillaria;;20190236I0;montana;
6855f58990c6dd09a3906082;ef3a3243-9942-4dd5-a2ec-9756c46344e1;FRIBG;Morina longifolia Wall. ex DC.;;Caprifoliaceae;XX-0-FRIBG-20050088;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Botanischer Garten der Universität GOET;Morina longifolia DC.;enum_unknown;Morina;;20050088I0;longifolia;
6855f58990c6dd09a3906086;b14020ee-2d8a-4b3a-9fc3-4044c33b9888;FRIBG;Muscari racemosum (L.) Lam. & DC.;;Asparagaceae;AT-0-FRIBG-20150076;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Österreichische Bundesgärten Alpengarten im Belvederegarten ÖBAB$;Muscari racemosum (L.) Mill.;enum_wild;Muscari;;20150076N0;racemosum;
6855f58990c6dd09a390609b;33d967da-b1d8-41f2-90c7-7d41b20d0e9d;FRIBG;Tulipa greigi Regel;;Liliaceae;XX-0-FRIBG-19950696;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Tulipa greigii Regel;enum_unknown;Tulipa;;19950696I0;greigi;
6855f58990c6dd09a39060a5;d1f96fbd-d596-40ec-8d90-76770a3118d2;FRIBG;Crocus hadriaticus Herb.;;Iridaceae;XX-0-BGAT-0000269;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Österreichische Bundesgärten Alpengarten im Belvederegarten ÖBAB$;Crocus hadriaticus Herb.;enum_unknown;Crocus;;20190142I0;hadriaticus;
6855f58990c6dd09a39060b8;6388f523-dbfe-4fd8-8fd6-1b46be886f32;FRIBG;Bletilla striata Rchb.f.;;Orchidaceae;XX-0-FRIBG-20130301;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Rion François RF$;Bletilla striata (Thunb.) Rchb. f.;enum_unknown;Bletilla;;20130301I0;striata;
6855f58990c6dd09a39060d7;2051c44a-84d5-4266-8f92-615875ded5ec;FRIBG;Lilium regale E.H.Wilson;;Liliaceae;XX-0-MJG-19--67000;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Botanischer Garten Johannes Gutenberg-Universität MJG;Lilium regale E.H. Wilson;enum_unknown;Lilium;;20170295I0;regale;
6855f58990c6dd09a39060f1;ed4eb7b9-f0a8-4edb-8950-85be570c9679;FRIBG;Tulipa tarda Stapf;;Liliaceae;XX-0-FRIBG-20210338;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Sativa Rheinau AG SRAG$;Tulipa tarda Stapf;enum_unknown;Tulipa;;20210338I0;tarda;
6855f58990c6dd09a3906110;ecfb37a4-ba83-499a-ae91-dee3e3367280;FRIBG;Crocus flavus Weston;;Iridaceae;XX-0-FRIBG-19950668;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Crocus flavus Weston;enum_unknown;Crocus;;19950668I0;flavus;
6855f58990c6dd09a3906116;f05b12a0-3cc7-44d0-9251-f51c857f8ce3;FRIBG;Lilium callosum Siebold & Zucc.;;Liliaceae;XX-0-FRIBG-20170102;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Rivierenhof R$;Lilium callosum Siebold et Zucc. s.l.;enum_unknown;Lilium;;20170102I0;callosum;
6855f58990c6dd09a3906124;e32591b2-ed85-4258-a2b5-575facb9e0dc;FRIBG;Fritillaria acmopetala Boiss.;;Liliaceae;GR-0-STGAL-6598;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Botanischer Garten St.Gallen STGAL;Fritillaria acmopetala Boiss.;enum_wildcultivated;Fritillaria;;20080203C0;acmopetala;
6855f58990c6dd09a390613e;1504f14b-5150-4b29-b254-3ecced0b45ad;FRIBG;Brimeura amethystina (L.) Chouard;;Asparagaceae;XX-0-FRIBG-20030344;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Botanischer Garten der Universität GOET;Brimeura amethystina (L.) Chouard;enum_unknown;Brimeura;;20030344I0;amethystina;
6855f58990c6dd09a390614d;7dac863c-fe5e-4d43-a45a-4079875b0878;FRIBG;Asphodeline lutea Rchb.;;Asphodelaceae;XX-0-FRIBG-19950613;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Jardin Botanique de l'Université FRIBG;Asphodeline lutea (L.) Rchb.;enum_unknown;Asphodeline;;19950613I0;lutea;
6855f58990c6dd09a3906155;8c3937ad-7da0-4cda-a58c-179ba9fde9d4;FRIBG;Crocus chrysanthus Herb.;;Iridaceae;MK-0-WURZB-88-173-K-14;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Botanischer Garten Universität Würzburg WURZB;Crocus chrysanthus (Herb.) Herb.;enum_wildcultivated;Crocus;;20090311C0;chrysanthus;
6855f58990c6dd09a3906157;cd486484-9989-4e89-9d10-8405e92849a5;FRIBG;Lilium kesselringianum Miscz.;;Liliaceae;XX-0-FRIBG-20160018;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Botanical Garden GB;Lilium kesselringianum Miscz.;enum_unknown;Lilium;;20160018I0;kesselringianum;
6855f58990c6dd09a390615e;1517638b-6f8f-453b-a726-09498822b27a;FRIBG;Anemone ranunculoides L.;;Ranunculaceae;XX-0-BERN-2005/571-G-P;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Botanischer Garten Universität Bern BERN;Anemone ranunculoides L.;enum_unknown;Anemone;;20140501I0;ranunculoides;
6855f58990c6dd09a3906199;2c15f820-080c-4ecf-abef-1a58585ee3a8;FRIBG;Tulipa clusiana Redouté;;Liliaceae;XX-0-FRIBG-19950642;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Jardin Botanique de l'Université FRIBG;Tulipa clusiana Redouté;enum_unknown;Tulipa;;19950642I0;clusiana;
6855f58990c6dd09a39061ac;f341a3fe-0e42-4e9d-be35-a31f271988c2;FRIBG;Crocosmia crocosmiiflora (G.Nicholson) N.E.Br.;;Iridaceae;XX-0-FRIBG-19950617;Jardin botanique de l'Université de Fribourg;;Géophytes;5. Afrique;Groupe;d5163f25-aea2-4511-81de-6733c1d40e24;;;Jardin Botanique de l'Université FRIBG;Crocosmia x crocosmiiflora (Lemoine) N.E.Br.;enum_unknown;Crocosmia;;19950617I0;crocosmiiflora;
6855f58990c6dd09a39061b5;1d52edde-f790-42d6-b5c9-73802396fb1b;FRIBG;Allium victorialis L.;;Amaryllidaceae;XX-0-FRIBG-19960394;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Jardin Botanique de l'Université FRIBG;Allium victorialis L.;enum_unknown;Allium;;19960394I0;victorialis;
6855f58990c6dd09a39061b8;6caae96e-fc72-46e4-9fc7-045b33f217ab;FRIBG;Lilium pyrenaicum Gouan;;Liliaceae;XX-0-TR-20170267;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;"Giardino Botanico Alpino ""Viote"" TR";Lilium pyrenaicum Gouam.;enum_unknown;Lilium;;20190202I0;pyrenaicum;
6855f58990c6dd09a39061b9;ede162e6-119c-4ba7-868e-45b5b15c2f80;FRIBG;Allium vineale L.;;Amaryllidaceae;XX-0-FRIBG-19950248;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Botanic Garden Biotechnology Dept., Delft University of Technology DELF;Allium vineale L.;enum_unknown;Allium;;19950248I0;vineale;
6855f58990c6dd09a39061c1;23b9b57f-434f-4364-914c-237951a7d92a;FRIBG;Paeonia algeriensis Chab.;;Paeoniaceae;XX-0-G-19851261;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Conservatoire et Jardin botaniques de la Ville de Genève G;Paeonia algeriensis Chabert;enum_unknown;Paeonia;;20230481I0;algeriensis;
6855f58990c6dd09a39061d4;6804a0dc-7e67-4b26-98b3-f09cf2a96877;FRIBG;Crocus imperati Ten.;;Iridaceae;XX-0-WURZB-83-122-K-74;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Botanischer Garten Universität Würzburg WURZB;Crocus imperati Ten.;enum_unknown;Crocus;;20090309I0;imperati;
6855f58990c6dd09a39061f2;fc369917-f985-4491-99e6-f37cc9fad143;FRIBG;Ornithogalum pyrenaicum L. subsp. pyrenaicum;;Asparagaceae;CH-0-FRIBG-19950249;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Jardin botanique alpin Ville de Meyrin JVM$;Ornithogalum pyrenaicum L. subsp. pyrenaicum;enum_wild;Ornithogalum;pyrenaicum;19950249N0;pyrenaicum;
6855f58990c6dd09a390621d;cd33fe61-b884-432c-aab7-045832f98599;FRIBG;Muscari latifolium J.Kirk;;Asparagaceae;XX-0-FRIBG-19950683;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Muscari latifolium J. Kirk;enum_unknown;Muscari;;19950683I0;latifolium;
6855f58990c6dd09a3906244;43586909-53b0-41d9-a9d5-5df03ccc368b;FRIBG;Agapanthus L'Hér. 'Headbourne- Hybriden';Headbourne- Hybriden;Amaryllidaceae;XX-0-FRIBG-19950651;Jardin botanique de l'Université de Fribourg;;Géophytes;5. Afrique;Groupe;d5163f25-aea2-4511-81de-6733c1d40e24;;;Fournisseur inconnu F$;Agapanthus africanus (L.) Hoffmanns. Headbourne- Hybriden;enum_unknown;Agapanthus;;19950651I0;;
6855f58990c6dd09a390624d;1a0ba32e-055e-4d44-854a-ed8926204232;FRIBG;Geranium malviflorum Boiss. & Reut.;;Geraniaceae;XX-0-FRIBG-19960490;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Geranium malviflorum Boiss. et Reut.;enum_unknown;Geranium;;19960490I0;malviflorum;
6855f58990c6dd09a390624e;b2da3b19-47de-48dc-a8a9-0bb88b8ab732;FRIBG;Narcissus nivalis Graells;;Amaryllidaceae;XX-0-FRIBG-20080076;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Österreichische Bundesgärten Alpengarten im Belvederegarten ÖBAB$;Narcissus nivalis Graells;enum_unknown;Narcissus;;20080076I0;nivalis;
6855f58990c6dd09a3906291;0970e62b-80c5-43ea-9909-c7f35e794ebd;FRIBG;Tulipa eichleri Regel;;Liliaceae;XX-0-FRIBG-20140398;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;lautrejardin Xavier Allemann XA$;Tulipa eichleri Regel;enum_unknown;Tulipa;;20140398I0;eichleri;
6855f58990c6dd09a390629d;b7e33cf7-b159-47ab-9744-b4597a5ee50b;FRIBG;Haemanthus katherinae Baker 'König Albert';König Albert;Amaryllidaceae;XX-0-FRIBG-10001286;Jardin botanique de l'Université de Fribourg;;Géophytes;5. Afrique;Groupe;d5163f25-aea2-4511-81de-6733c1d40e24;;;Fournisseur inconnu F$;Haemanthus katharinae Baker 'König Albert';enum_unknown;Haemanthus;;10011076I0;katherinae;
6855f58990c6dd09a39062b1;1e4542ea-b66c-43c0-9bc4-a5151a2de852;FRIBG;Belamcanda chinensis (L.) Redouté;;Iridaceae;XX-0-FRIBG-20060473;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Paul Harwood, Seed Index, Herbarium Brooklyn Botanic Garden PHSIHBBG$;Belamcanda chinensis (L.) DC.;enum_unknown;Belamcanda;;20060473I0;chinensis;
6855f58990c6dd09a39062bf;e99f6441-370c-419f-9196-4d85f74550fe;FRIBG;Gladiolus communis L.;;Iridaceae;ES-1-BONN-39442;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Danish Iris and Lily Society, c/o Lars Hopfner DILSLH$;Gladiolus communis L.;enum_wild;Gladiolus;;20180051N0;communis;
6855f58990c6dd09a39062cc;aba2451c-5d7a-4110-afdb-0ce64e0c65a6;FRIBG;Paeonia mascula (L.) Mill.;;Paeoniaceae;IT-0-MJG-197645200;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Conservatoire et Jardin botaniques de la Ville de Genève G;Paeonia mascula (L.) Mill. s.l.;enum_wildcultivated;Paeonia;;20230477C0;mascula;
