id;uid;codeBcgi;acceptedDetermination;cultivar;family;ipenCode;site;area;place;groupe;locationType;locationUid;dateDeath;dateDeathPrecision;correspondingName;acquisitionName;provenanceType;genus;infraSpecies;number;species;instituteName
6855f58990c6dd09a39062d0;33cbc507-9502-41f0-acb1-82687649c6a9;FRIBG;Allium siculum subsp. dioscoridis (Sm.) K.Richt.;;Amaryllidaceae;XX-0-FRIBG-20140384;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;lautrejardin Xavier Allemann XA$;Allium siculum subsp. dioscoridis (Sm.) K.Richt.;enum_unknown;Allium;dioscoridis;20140384I0;siculum;
6855f58990c6dd09a39062d8;52a75f13-1215-4135-9010-0e371cc4eb0f;FRIBG;Sprekelia formosissima (L.) Herb.;;Amaryllidaceae;XX-0-FRIBG-20110324;Jardin botanique de l'Université de Fribourg;;Géophytes;4. Amérique;Groupe;bccda8c5-666e-460c-b5d1-cf924de0d5a9;;;Dias Flavio DF$;Sprekelia formosissima (L.) Herb.;enum_unknown;Sprekelia;;20110324I0;formosissima;
6855f58990c6dd09a39062e6;541f295e-9534-404a-a65e-9c3d0c520bda;FRIBG;Ornithogalum viridiflorum (I.Verd.) J.C.Manning & Goldblatt;;Asparagaceae;LS-1-M-2005/0451;Jardin botanique de l'Université de Fribourg;;Géophytes;5. Afrique;Groupe;d5163f25-aea2-4511-81de-6733c1d40e24;;;Botanischer Garten München-Nymphenburg Samenversand M;Ornithogalum viridiflorum (I.Verd.) J.C.Manning & Goldblatt;enum_wildcultivated;Ornithogalum;;20090197C0;viridiflorum;
6855f58990c6dd09a39062f2;6e18f6c8-096c-4359-8490-7872ffa4c078;FRIBG;Iris persica L.;;Iridaceae;XX-0-FRIBG-20090098;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;William Aviolat Jardin Botanique WAJB$;Iris persica L.;enum_unknown;Iris;;20090098I0;persica;
6855f58990c6dd09a390630e;2e82b9da-5028-418f-804f-8c457e40fd9d;FRIBG;Colchicum autumnale L.;;Colchicaceae;DE-0-FRIBG-20060004;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Rennsteiggarten Oberhof gGmbH ROGH$;Colchicum autumnale L.;enum_wild;Colchicum;;20060004N0;autumnale;
6855f58990c6dd09a3906329;f1ca7d3d-3285-425c-88fa-e5ed43431825;FRIBG;Eremurus robustus Regel;;Asphodelaceae;XX-0-FRIBG-20220296;Jardin botanique de l'Université de Fribourg;;Géophytes;4. Amérique;Groupe;bccda8c5-666e-460c-b5d1-cf924de0d5a9;;;Vogt Stauden VS$;Eremurus robustus (Regel) Regel;enum_unknown;Eremurus;;20220296I0;robustus;
6855f58990c6dd09a3906328;2b25f1c2-3b9b-4f53-a56f-0a0f82693427;FRIBG;Iris bloudowii Ledeb.;;Iridaceae;XX-0-BAYRT-97173;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Universität Bayreuth Ökologisch-Botanischer Garten BAYRT;Iris bloudowii Ledeb.;enum_unknown;Iris;;20180065I0;bloudowii;
6855f58990c6dd09a390632c;ff9e8051-59a2-49f8-bb7d-c597954d7bd3;FRIBG;Yucca filamentosa L.;;Asparagaceae;XX-0-FRIBG-10002505;Jardin botanique de l'Université de Fribourg;;Géophytes;4. Amérique;Groupe;bccda8c5-666e-460c-b5d1-cf924de0d5a9;;;Fournisseur inconnu F$;Yucca filamentosa L.;enum_unknown;Yucca;;10012075I0;filamentosa;
6855f58990c6dd09a3906336;afa6ca10-d4df-4053-ae3f-3dc881d5e29a;FRIBG;Scilla hyacinthoides L.;;Asparagaceae;IL-0-FRIBG-20130041;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Jerusalem Botanical Gardens, The Hebrew University of Jerusalem Dr Ori Fragman-Sapir JBGTHUJDOFS$;Scilla hyacinthoides L.;enum_wild;Scilla;;20130041N0;hyacinthoides;
6855f58990c6dd09a3906344;e6d0192c-f5c7-4fd0-8cfc-8fbae48a6a5d;FRIBG;Muscari armeniacum H.J.Veitch;;Asparagaceae;BG-0-DR-006551;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Botanischer Garten Technischen Universität DR;Muscari armeniacum Baker;enum_wildcultivated;Muscari;;20090176C0;armeniacum;
6855f58990c6dd09a390634d;f58c4c6e-69d4-4d28-823e-35643e3510c6;FRIBG;Iris orientalis Mill.;;Iridaceae;XX-0-FRIBG-20080079;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Österreichische Bundesgärten Alpengarten im Belvederegarten ÖBAB$;Iris orientalis Mill.;enum_unknown;Iris;;20080079I0;orientalis;
6855f58990c6dd09a3906369;78f3dd21-5528-43eb-a118-525eef9af777;FRIBG;Scilla ramburei Boiss.;;Asparagaceae;XX-0-FRIBG-20110177;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;William Aviolat Jardin Botanique WAJB$;Scilla ramburei Boiss.;enum_unknown;Scilla;;20110177I0;ramburei;
6855f58990c6dd09a390637c;6138a53a-a92c-4279-8e9e-90fa425ec9eb;FRIBG;Hyacinthoides hispanica (Mill.) Rothm.;;Asparagaceae;XX-0-BHU-F-1973-1092;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Humboldt - Universität zu Berlin Institut für Biologie, Späth-Arboretum BHU;Hyacinthoides hispanica (Mill.) Rothm.;enum_unknown;Hyacinthoides;;20110061I0;hispanica;
6855f58990c6dd09a39063ad;79e35af5-f154-43fc-98e9-bc3523b20aab;FRIBG;Asphodelus ramosus L.;;Asphodelaceae;FR-0-P-2011g005;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Muséum National d'Histoire Naturelle - DGDMJZ, Banque de graines - BP 45 MNHNBCP$;Asphodelus ramosus L.;enum_wild;Asphodelus;;20200100N0;ramosus;
6855f58990c6dd09a39063d0;f372e72b-e5da-4f56-88b8-5b1bc6182d43;FRIBG;Tulipa kolpakowskiana Regel;;Liliaceae;XX-0-FRIBG-19950647;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Tulipa kolpakowskiana Regel;enum_unknown;Tulipa;;19950647I0;kolpakowskiana;
6855f58990c6dd09a39063e0;72cdc367-9083-43f2-b7a3-954d06ea0589;FRIBG;Corydalis cava (L.) Schweigg. & Körte;;Papaveraceae;XX-0-FRIBG-19950616;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Corydalis cava (L.) Schweigg. & Körte;enum_unknown;Corydalis;;19950616I0;cava;
6855f58990c6dd09a39063ee;2e6df080-dd3a-46a9-aca3-5cc1ca7d1d06;FRIBG;Scilla peruviana L.;;Asparagaceae;XX-0-FRIBG-20030307;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;William Aviolat Jardin Botanique WAJB$;Scilla peruviana L.;enum_unknown;Scilla;;20030307I0;peruviana;
6855f58990c6dd09a39063f1;93c9faea-da14-40dc-ab1c-9a30744a3750;FRIBG;Asphodelus cerasiferus J.Gay;;Asphodelaceae;FR-0-P-2014g063;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Muséum National d'Histoire Naturelle - DGDMJZ, Banque de graines - BP 45 MNHNBCP$;Asphodelus cerasiferus J.Gay;enum_wild;Asphodelus;;20200101N0;cerasiferus;
6855f58990c6dd09a39063f3;5163572f-dcf2-4f0b-b6db-1a9e3794b09e;FRIBG;Iris winogradowii Fomin;;Iridaceae;XX-0-FRIBG-20031098;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Hoog & Dix Export B. V. HDEBV$;Iris winogradowii Fomin;enum_unknown;Iris;;20031098I0;winogradowii;
6855f58990c6dd09a3906409;ceb105e6-1772-47c3-a58f-7f583481b4de;FRIBG;Lilium leucanthum Baker;;Liliaceae;XX-0-BONN-25443;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Botanische Gärten Universität Bonn BONN;Lilium leucanthum (Baker) Baker;enum_unknown;Lilium;;20150105I0;leucanthum;
6855f58990c6dd09a390640a;6c925fc0-23a1-44d3-8386-6f0cd3764080;FRIBG;Allium flavum L.s.L.;;Amaryllidaceae;XX-0-FRIBG-19950608;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Allium flavum L. s.l.;enum_unknown;Allium;;19950608I0;flavum;
6855f58990c6dd09a390641f;7ec81d15-d2cf-49ec-98e6-8a664838023d;FRIBG;Asphodelus ramosus L.;;Asphodelaceae;XX-0-FRIBG-20180083;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Jardin des Plantes de Montpellier Graineterie JPMG$;Asphodelus ramosus L.;enum_unknown;Asphodelus;;20180083I0;ramosus;
6855f58990c6dd09a390642c;6bf4d8f2-5acf-47c9-a25e-7f58c143d8a5;FRIBG;Eremurus stenophyllus Baker;;Asphodelaceae;XX-0-BR-2012095955;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Meise Botanic Garden MBG$-𘄮𛊫;Eremurus stenophyllus (Boiss. et Buhse) Baker;enum_unknown;Eremurus;;20170106I0;stenophyllus;
6855f58990c6dd09a3906442;d99f919a-30f3-4a68-9d49-5aef94a293e1;FRIBG;Ornithogalum umbellatum L.;;Asparagaceae;XX-0-FRIBG-19950638;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Ornithogalum umbellatum L.;enum_unknown;Ornithogalum;;19950638I0;umbellatum;
6855f58990c6dd09a3906455;371e9560-2c15-4015-8695-da1bb7e4045d;FRIBG;Crocus fleischeri Baker;;Iridaceae;XX-0-FRIBG-19960482;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Crocus fleischeri Gay;enum_unknown;Crocus;;19960482I0;fleischeri;
6855f58990c6dd09a3906459;d9dde287-2b0d-4dda-a8cc-eec35604c34b;FRIBG;Allium atropurpureum Waldst. & Kit.;;Amaryllidaceae;XX-0-FRIBG-19950653;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Allium atropurpureum Waldst. et Kit.;enum_unknown;Allium;;19950653I0;atropurpureum;
6855f58990c6dd09a390645e;025a00d2-7c03-4086-a840-06a06c6b20dc;FRIBG;Trillium sessile L.;;Melanthiaceae;XX-0-FRIBG-20060176;Jardin botanique de l'Université de Fribourg;;Géophytes;4. Amérique;Groupe;bccda8c5-666e-460c-b5d1-cf924de0d5a9;;;Humboldt - Universität zu Berlin Institut für Biologie, Späth-Arboretum BHU;Trillium sessile L.;enum_unknown;Trillium;;20060176I0;sessile;
6855f58990c6dd09a390646d;e7e23fb0-0040-4ced-b632-77882cf5819a;FRIBG;Tulipa kaufmanniana Regel;;Liliaceae;KZ-0-FRIBG-19950544;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Uppsala University The Linnaean Gardens of Uppsala, Botanical Garden UPS;Tulipa kaufmanniana Regel;enum_wild;Tulipa;;19950544N0;kaufmanniana;
6855f58990c6dd09a3906483;4bcb8967-5698-4ca7-b6ab-1074ab93ec29;FRIBG;Allium triquetrum L.;;Amaryllidaceae;XX-0-G-19896825;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Conservatoire et Jardin botaniques de la Ville de Genève G;Allium triquetrum L.;enum_unknown;Allium;;20090018I0;triquetrum;
6855f58990c6dd09a3906485;3ce5ad4c-d985-456c-b374-4870f43a318d;FRIBG;Fritillaria acmopetala Boiss.;;Liliaceae;XX-0-FRIBG-20190243;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Hortus Botanicus Petri Margus Instituti Botanici nom. V.L. Komarovii, Acad. Scient. Rossicae HBPMIBVLKASR$;Fritillaria acmopetala Boiss.;enum_unknown;Fritillaria;;20190243I0;acmopetala;
6855f58990c6dd09a39064b1;85fb8d16-c2d6-40b4-8ae0-ac6d3e1367fe;FRIBG;Fritillaria pyrenaica L.;;Liliaceae;XX-0-RAMB-207018;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Jardin Alpin ¨La Rambertia ¨ Anne-Catherine Monod RAMB;Fritillaria pyrenaica L.;enum_unknown;Fritillaria;;20080026I0;pyrenaica;
6855f58990c6dd09a39064fb;2a642dc7-e613-4058-a554-fa56f7bd62f4;FRIBG;Kniphofia pumila Kunth;;Asphodelaceae;XX-0-Z-20010274;Jardin botanique de l'Université de Fribourg;;Géophytes;5. Afrique;Groupe;d5163f25-aea2-4511-81de-6733c1d40e24;;;Botanischer Garten Universität Zürich Z;Kniphofia pumila (Aiton) Kunth;enum_unknown;Kniphofia;;20080087I0;pumila;
6855f58990c6dd09a39064ff;b7bcbe4d-d475-488f-a211-e3e682a54f55;FRIBG;Iris bucharica Foster;;Iridaceae;XX-0-FRIBG-10001418;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Fournisseur inconnu F$;Iris bucharica Forster;enum_unknown;Iris;;10011195I0;bucharica;
6855f58990c6dd09a3906506;2c96fe31-e9b1-4f4e-8f6a-b6fab5e35089;FRIBG;Pancratium maritimum L.;;Amaryllidaceae;IT-0-FRIBG-20110493;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Möhl Adrian MA$;Pancratium maritimum L.;enum_wild;Pancratium;;20110493N0;maritimum;
6855f58990c6dd09a3906511;57b85d88-d6e8-4933-8912-7535efb2f271;FRIBG;Scilla autumnalis L.;;Asparagaceae;XX-0-FRIBG-20100075;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Österreichische Bundesgärten Alpengarten im Belvederegarten ÖBAB$;Scilla autumnalis L.;enum_unknown;Scilla;;20100075I0;autumnalis;
6855f58990c6dd09a3906518;5e6d17b7-b6dd-460e-a807-bc56ad44d1c2;FRIBG;Tigridia pavonia (L.f.) DC.;;Iridaceae;XX-0-ROST-2003-F-4581;Jardin botanique de l'Université de Fribourg;;Géophytes;4. Amérique;Groupe;bccda8c5-666e-460c-b5d1-cf924de0d5a9;;;Universität Rostock Botanischer Garten ROST;Tigridia pavonia (L. f.) DC.;enum_unknown;Tigridia;;20080138I0;pavonia;
6855f58990c6dd09a390652f;48208592-179c-49c9-8cec-c6d3240d389c;FRIBG;Galanthus nivalis L.;;Amaryllidaceae;XX-0-FRIBG-20060138;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;;Galanthus nivalis L.;enum_unknown;Galanthus;;20060138I0;nivalis;
6855f58990c6dd09a390653b;f245e8fb-8545-47f1-949e-080d607bc091;FRIBG;Narcissus papyraceus subsp. panizzianus (Parl.) Arcang.;;Amaryllidaceae;ES-0-FRIBG-20160047;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;ÖGG, Österreichische Gartenbaugesellschaft, Landesgruppe Steiermark Ing. Thomas Ster ÖGGÖGLSITS$;Narcissus papyraceus subsp. panizzianus (Parl.) Arcang..;enum_wildcultivated;Narcissus;panizzianus;20160047C0;papyraceus;
6855f58990c6dd09a3906550;f983bf81-a92a-4411-abfd-d7b308761b3c;FRIBG;Iris ruthenica Ker Gawl.;;Iridaceae;XX-0-FRIBG-20080131;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Botanischer Garten Hamborn Wirtschaftsbetriebe Duisburg - AöR BGHWDAR$;Iris ruthenica Ker-Gawl.;enum_unknown;Iris;;20080131I0;ruthenica;
6855f58990c6dd09a3906559;46d6254b-4498-472b-9ab5-6263a27cbe5c;FRIBG;Tulipa kurdica Wendelbo;;Liliaceae;XX-0-FRIBG-19950698;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Tulipa kurdica Wendelbo;enum_unknown;Tulipa;;19950698I0;kurdica;
6855f58990c6dd09a390659d;45a3ed8e-4cb1-4749-97fb-11bf8ff59015;FRIBG;Allium ampeloprasum L.;;Amaryllidaceae;XX-0-FRIBG-20150359;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;lautrejardin Xavier Allemann XA$;Allium ampeloprasum L.;enum_unknown;Allium;;20150359I0;ampeloprasum;
6855f58990c6dd09a39065af;aab9029a-0a35-4baf-a4e3-51dc1ed4952d;FRIBG;Iris sanguinea Hornem. var. sanguinea;;Iridaceae;XX-0-FRIBG-20090102;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;William Aviolat Jardin Botanique WAJB$;Iris sanguinea Donn var. sanguinea;enum_unknown;Iris;sanguinea;20090102I0;sanguinea;
6855f58990c6dd09a39065de;280c5677-bb74-43cb-aaa8-ffc58aab72cb;FRIBG;Crocus tommasinianus Herb.;;Iridaceae;XX-0-FRIBG-20060119;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Botanischen Garten und Naturkundliche Station der Stadt Linz Samentausch LI;Crocus tommasinianus Herb.;enum_unknown;Crocus;;20060119I0;tommasinianus;
6855f58990c6dd09a39065e5;a4b39336-a456-4332-bad2-aa94a10a9f59;FRIBG;Fritillaria uva-vulpis Rix;;Liliaceae;XX-0-FRIBG-20210342;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Sativa Rheinau AG SRAG$;Fritillaria uva-vulpis Rix;enum_unknown;Fritillaria;;20210342I0;uva-vulpis;
6855f58990c6dd09a3906603;e67c8465-0280-4677-b2d5-13ee644e866d;FRIBG;Allium cristophii Trautv.;;Amaryllidaceae;XX-0-RAMB-206951;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Jardin Alpin ¨La Rambertia ¨ Anne-Catherine Monod RAMB;Allium christophii Trautv.;enum_unknown;Allium;;20110041I0;cristophii;
6855f58990c6dd09a3906610;3a428ac0-7e50-4dc9-8a11-c8773a2cfd4a;FRIBG;Acis autumnalis (L.) Sweet;;Amaryllidaceae;XX-0-FRIBG-20040188;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Botanischer Garten St.Gallen STGAL;Acis autumnalis (L.) Sweet;enum_unknown;Acis;;20040188I0;autumnalis;
6855f58990c6dd09a3906628;49a4473d-e84a-4bbd-ae67-9d88dd64298d;FRIBG;Thymus pulegioides L. subsp. pulegioides;;Lamiaceae;XX-0-FRIBG-19970478;Jardin botanique de l'Université de Fribourg;;Géophytes;;Place;f8943048-2bd6-4902-9ea8-4fb43f3d3241;;;Fournisseur inconnu F$;Thymus pulegioides L. subsp. pulegioides;enum_unknown;Thymus;pulegioides;19970478I0;pulegioides;
6855f58990c6dd09a3906629;ea0244f1-413e-437b-b1a5-3dd0555eacd9;FRIBG;Narcissus bulbocodium L.;;Amaryllidaceae;XX-0-FRIBG-20030303;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;William Aviolat Jardin Botanique WAJB$;Narcissus bulbocodium L.;enum_unknown;Narcissus;;20030303I0;bulbocodium;
6855f58990c6dd09a3906645;65b1cb47-493b-435e-bf5f-6de07d223591;FRIBG;Muscari sivrihisardaghlarense Yild. & B.Selvi;;Asparagaceae;TR-0-FRIBG-20160011;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Botanical Garden GB;Muscari sivrihisardaghlarense Yild. & B.Selvi;enum_wildcultivated;Muscari;;20160011C0;sivrihisardaghlarense;
6855f58990c6dd09a3906648;b10c9244-8e9e-4ef3-9d06-cd271bedb9d1;FRIBG;Narcissus triandrus L.;;Amaryllidaceae;XX-0-FRIBG-20190095;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;William Aviolat Jardin Botanique WAJB$;Narcissus triandrus L.;enum_unknown;Narcissus;;20190095I0;triandrus;
6855f58990c6dd09a3906656;05cc08d0-990b-4621-b83c-b0e07e0f2450;FRIBG;Ornithogalum viridiflorum (I.Verd.) J.C.Manning & Goldblatt;;Asparagaceae;XX-0-FRIBG-20090104;Jardin botanique de l'Université de Fribourg;;Géophytes;5. Afrique;Groupe;d5163f25-aea2-4511-81de-6733c1d40e24;;;Gdanski Uniwersytet Medyczny, Wydzial Farmaceutyczny Ogrod Roslin Leczniczych GUMWFORL$;Ornithogalum viridiflorum (I.Verd.) J.C.Manning & Goldblatt;enum_unknown;Ornithogalum;;20090104I0;viridiflorum;
6855f58990c6dd09a390665a;e95fbe6c-705f-4109-ad7c-875b3f6cfeda;FRIBG;Polygala vulgaris L.;;Polygalaceae;XX-0-FRIBG-10001897;Jardin botanique de l'Université de Fribourg;;Géophytes;;Place;f8943048-2bd6-4902-9ea8-4fb43f3d3241;;;Fournisseur inconnu F$;Polygala vulgaris L.;enum_unknown;Polygala;;10011602I1;vulgaris;
6855f58990c6dd09a3906696;ff5b5ff2-07c3-4fda-b484-096dd5d6c907;FRIBG;Paeonia daurica subsp. wittmanniana (Hartwiss ex Lindl.) D.Y.Hong;;Paeoniaceae;XX-0-FRIBG-20160364;Jardin botanique de l'Université de Fribourg;;Géophytes;;Place;f8943048-2bd6-4902-9ea8-4fb43f3d3241;;;"Social Welfare Institution, National and Kapodistrian University of Athens Botanical Garden ""Ioulia and Alexandros N. Diomidis"" SWINKUABGIAND$";Paeonia daurica subsp. wittmanniana (Lindl.) D.Y.Hong;enum_unknown;Paeonia;wittmanniana;20160364I0;daurica;
6855f58990c6dd09a39066a0;c352dbcf-d2a6-4ed7-a15c-92d54161fb09;FRIBG;Tulipa gesneriana L.;;Liliaceae;XX-0-FRIBG-20031021;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Botanischer Garten der Stadt Wuppertal WUPPT;Tulipa didieri Jord.;enum_unknown;Tulipa;;20031021I0;gesneriana;
6855f58990c6dd09a39066a5;2d203b54-bab4-40de-8f4c-0e2923aa92af;FRIBG;Allium ursinum L.;;Amaryllidaceae;GR-0-OSN-2005-397;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Botanischer Garten Universität Osnabrück OSN;Allium ursinum L.;enum_wild;Allium;;20060035N0;ursinum;
6855f58990c6dd09a39066b1;22d71a59-fc5b-4ce7-a4e0-d8abb3096483;FRIBG;Triteleia laxa Benth.;;Asparagaceae;XX-0-FRIBG-20060155;Jardin botanique de l'Université de Fribourg;;Géophytes;4. Amérique;Groupe;bccda8c5-666e-460c-b5d1-cf924de0d5a9;;;Meise Botanic Garden MBG$-𘄮𛊫;Triteleia laxa Benth.;enum_unknown;Triteleia;;20060155I0;laxa;
6855f58990c6dd09a39066b7;a2039ab2-a5ed-46c1-8fe0-e4eb41e0808f;FRIBG;Eranthis hyemalis (L.) Salisb.;;Ranunculaceae;XX-0-FRIBG-19950618;Jardin botanique de l'Université de Fribourg;;Géophytes;2. Europe du Sud;Groupe;65fd668a-bc74-4afa-b33f-234d7725e545;;;Gewiehs Horst Blumenzwiebelhandel GHB$;Eranthis hyemalis (L.) Salisb.;enum_unknown;Eranthis;;19950618I0;hyemalis;
6855f58990c6dd09a39066f2;1223054b-2e29-47fd-b12b-ea40359e42a6;FRIBG;Fritillaria pallidiflora Schrenk;;Liliaceae;XX-0-BHU-F-2003-245;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Humboldt - Universität zu Berlin Institut für Biologie, Späth-Arboretum BHU;Fritillaria pallidiflora Schrenk;enum_unknown;Fritillaria;;20170114I0;pallidiflora;
6855f58990c6dd09a39066f7;ca5dc65f-8c39-445d-be9c-f1781058f296;FRIBG;Leptinella squalida Hook.f.;;Asteraceae;XX-0-FRIBG-20220298;Jardin botanique de l'Université de Fribourg;;Géophytes;;Place;f8943048-2bd6-4902-9ea8-4fb43f3d3241;;;Vogt Stauden VS$;Leptinella squalida Hook.f.;enum_unknown;Leptinella;;20220298I0;squalida;
6855f58990c6dd09a39066ff;9c492614-7417-41c4-8925-eeb1bef5ed62;FRIBG;Crocus sativus L.;;Iridaceae;XX-0-FRIBG-20030952;Jardin botanique de l'Université de Fribourg;;Géophytes;1. Europe du Nord et du Centre;Groupe;c28d85ee-56e9-4742-85f4-039ab10f83b8;;;Fournisseur inconnu F$;Crocus sativus L.;enum_unknown;Crocus;;20030952I0;sativus;
6855f58990c6dd09a3906708;1422167c-b0aa-4e78-8618-c80fddf1d586;FRIBG;Roscoea cautleyoides Gagnep.;;Zingiberaceae;XX-0-FRIBG-20090182;Jardin botanique de l'Université de Fribourg;;Géophytes;3. Asie;Groupe;642a024e-c63f-4dff-b703-3c59f6505fc0;;;Botanischer Garten Institut für Biologie, Karl-Franzen-Universität GZU;Roscoea cautleyoides Gagnep.;enum_unknown;Roscoea;;20090182I0;cautleyoides;
